id,repo,owner
346478212,crimson,Karmaz95
217600327,clearml-agent,allegroai
532718427,SNN-Daily-Arxiv,SpikingChen
308324297,delora,leggedrobotics
663604762,sycamore,aryn-ai
177168929,arkouda,Bears-R-Us
439030255,CaptchaCracker,WooilJeong
485389413,LIHQ,johnGettings
626063658,voxelgpt,voxel51
373906555,sagemaker-huggingface-inference-toolkit,aws
94069754,FaceRec,vudung45
602291196,python_cn_resouce,china-testing
290538660,animal_papers,anl13
17055956,dmpbbo,stulp
311268879,SmartSim,CrayLabs
449395509,m3gnet,materialsvirtuallab
156815626,awesome-reinforcement-learning,tinyzqh
114777739,NNEF-Tools,KhronosGroup
293008596,malware_api_class,ocatak
281223572,Spring2021Internships,BaruYogesh
227850083,EfficientPose,daniegr
95010107,LRP_for_LSTM,ArrasL
531343118,End-to-end-DRL-for-FJSP,Lei-Kun
197671887,aerial_wildlife_detection,microsoft
664886106,Graph-LLM,CurryTang
125457670,donnemartin-system-design-primer,apollostary
594799308,dasp-pytorch,csteinmetz1
436458666,DCRN,yueliu1999
63874881,context2vec,orenmel
138535805,Text_Segmentation_Image_Inpainting,yu45020
141116665,php-interview-2018,sushengbuhuo
364467705,TMC,hanmenghan
79660456,neuroSummerSchools,PhABC
483841773,MetaAF,adobe-research
394865540,treex,cgarciae
118584899,Deep-Learning-for-Computer-Vision,PacktPublishing
197632932,Keras-FewShotLearning,few-shot-learning
102393178,awesome-lists,cuuupid
169952403,tfdiffeq,titu1994
192765042,object-detection-tensorrt-example,NVIDIA
385700649,hailo_model_zoo,hailo-ai
325279870,fastapi-template,99sbr
433331296,GammaGL,BUPT-GAMMA
492430884,Active-Learning-as-a-Service,HuaizhengZhang
175015102,frontalization,scaleway
551334980,3DFaceShop,junshutang
145316221,Face-Hallucination-Benchmark,junjun-jiang
339115897,momentumnet,michaelsdr
645260133,awesome-InteractiveNLP-papers,InteractiveNLP-Team
138141023,ncc,spcl
195252638,jetson,helmut-hoffer-von-ankershoffen
237138063,a-PyTorch-Tutorial-to-Transformers,sgrvinod
260499197,delta,nasa
186884083,MSMARCO-Question-Answering,microsoft
158708581,DANMF,benedekrozemberczki
728116762,TorchCP,ml-stat-Sustech
148348764,Attendance-using-Face,satinder147
752980890,sn-gamestate,SoccerNet
92530283,gcn_metric_learning,sk1712
359584591,alignn,usnistgov
616108497,jaxpruner,google-research
275455374,infinibatch,microsoft
100753000,poeai,nogilnick
226001942,EasyReinforcementLearning,alibaba
241414309,monolayout,manila95
226546106,deep_avsr,smeetrs
205170519,Tabulo,the-black-knight-01
645376002,DiffuScene,tangjiapeng
20361729,spinalcordtoolbox,spinalcordtoolbox
384517595,Image-Classification-PyTorch,Mayurji
246860724,CSIKit,Gi-z
232252842,FinancialVision,pecu
103049010,eyenet,gregwchase
285716269,findpapers,jonatasgrosman
210571107,rmsnorm,bzhangGo
823299258,DiskVectorIndex,cohere-ai
463146427,FLamby,owkin
106888772,astroNN,henrysky
650522461,PINNacle,i207M
107878597,Keras-VGG16-places365,GKalliatakis
212750895,Awesome-NAS,pzhren
152757117,DrugEx,XuhanLiu
70443214,mxnet_center_loss,YYuanAnyVision
74622643,ecs-deep-learning-workshop,aws-samples
154472226,CNN-Sentinel,jensleitloff
749432469,mlops-coding-course,MLOps-Courses
422220306,gpax,ziatdinovmax
275260076,DrRepair,michiyasunaga
186402534,ROS-Robotics-Projects-SecondEdition,PacktPublishing
84509464,EnglishSpeechUpsampler,jhetherly
24294717,ml,mazefeng
68116943,TensorFlow-in-a-Nutshell,camrongodbout
371452752,daily_arxiv,zhuwenxing
292764302,atomai,pycroscopy
418090129,DeepCore,PatrickZH
629473758,cs224n-win2223,floriankark
152713495,Ignareo-ISML-auto-voter,Hecate2
244386274,Deep-rPPG,terbed
392257931,HCFlow,JingyunLiang
333118339,pypop,Evolutionary-Intelligence
481368835,post-modern-stack,jacopotagliabue
640977678,awesome-mojo,ego
210607916,remo-python,rediscovery-io
189067098,ANTsPyNet,ANTsX
189198308,Deep-Drug-Coder,pcko1
266141010,PrivacyRaven,trailofbits
302409901,deep-rl-grasping,BarisYazici
467372077,TarDAL,JinyuanLiu-CV
65210444,faceTracking,samuel-code
582116295,yet-another-lightning-hydra-template,gorodnitskiy
130228042,weight_uncertainty,RobRomijnders
441591889,LAMDA-SSL,YGZWQZD
177214934,pyvacy,ChrisWaites
383203383,auto-tensorflow,rafiqhasan
202712434,Reinforcement-Learning-Algorithms-with-Python,PacktPublishing
430473960,DeepOnto,KRR-Oxford
411042315,UTNet,yhygao
140873172,gans-with-pytorch,ozanciga
559665137,Spectral-Graph-Survey,XGraph-Team
400247544,deep-burst-sr,goutamgmb
602149260,ProteinFlow,adaptyvbio
122900465,smart-zoneminder,goruck
449663716,Vehicle-tracking,duongcongnha
736208747,Blind-Motion-Deblurring-Survey,VisionVerse
349955945,DeepLM,hjwdzh
91196413,mongodb-for-python-developers,mikeckennedy
604480390,GOPS,Intelligent-Driving-Laboratory
283178799,BOML,dut-media-lab
744300294,LaBraM,935963004
60282449,journalism-syllabi,dannguyen
379979379,Recipe-Generation-from-Food-Image,navassherif98
293572361,DECIMER-Image_Transformer,Kohulan
561838723,genius,beyondguo
257647555,hybrid-cp-rl-solver,qcappart
109409681,adv_attack_capsnet,jsikyoon
89320002,Deep-Learning-with-TensorFlow,PacktPublishing
318884929,software-security-paper-list,AdaLogics
160387955,learning_to_sample,orendv
283227696,PyDPM,BoChenGroup
678626849,cuDLA-samples,NVIDIA-AI-IOT
421571276,pytod,yzhao062
245740191,FINDER,FFrankyy
97897312,Clairvoyante,aquaskyline
127424867,nlp-tensorflow,bzantium
130585797,AI_in_Medicine_Clinical_Imaging_Classification,llSourcell
77570323,tf-Faster-RCNN,kevinjliang
764711705,Large-Time-Series-Model,thuml
303378056,NATS-Bench,D-X-Y
688248662,nerf-arxiv-daily,wangqiannudt
107112612,multi-speaker-tacotron-tensorflow,GSByeon
584102226,torchyolo,kadirnar
154290121,gpFlappyBird,ShuhuaGao
85388920,system-design-primer-zh_CN,wwj718
636368696,XLB,Autodesk
115975187,LineDistiller,hepesu
635842710,pesto,SonyCSLParis
289750409,gail-airl-ppo.pytorch,toshikwa
208411348,Crack-Detection-and-Segmentation-Dataset-for-UAV-Inspection,KangchengLiu
643771590,MAGE,yafuly
3987171,odak,kaanaksit
465825076,cybersecurity,crcep
112718760,RobLearn,RoblabWh
180284680,Aspect-Based-Sentiment-Analysis,YZHANG1270
248772675,Deep-Learning-Audio-Application-From-Design-to-Deployment,musikalkemist
301351379,An-Application-of-Deep-Reinforcement-Learning-to-Algorithmic-Trading,ThibautTheate
501078780,deepALplus,SineZHAN
306213405,research,FederatedAI
230472480,PySimpleGUI-Photo-Colorizer,PySimpleGUI
202418694,DFireDataset,gaiasd
86823908,LiviaNET,josedolz
329090518,TENAS,VITA-Group
576345374,Deep-Learning-Accelerator-SW,NVIDIA
627370120,Traffic-Sign-Recognition-PyQt5-YOLOv5-GUI,Ai-trainee
625877890,awesome-adapter-resources,calpt
773647752,TTS-arxiv-daily,liutaocode
520147649,EEG-ATCNet,Altaheri
420896774,legalnlp,felipemaiapolo
138773520,muvilab,ale152
114022429,sigsep-mus-db,sigsep
98341282,lambda-refarch-image-moderation-chatbot,aws-samples
631174022,OpenGSL,OpenGSL
176414497,AWSRN,ChaofWang
434978636,cybersecurity,paulveillard
6820956,clastic,mahmoud
122766790,Atten_Deep_MIL,utayao
578705967,FastAPI-for-Machine-Learning-Live-Demo,FourthBrain
465408966,bg-remove-augment,renatoviolin
270215641,event_utils,TimoStoff
257248193,kafka-ml,ertis-research
69646676,VQA-Keras-Visual-Question-Answering,anantzoid
169649534,neural-imaging,pkorus
358113748,DeepLIIF,nadeemlab
152370116,image-similarity-using-deep-ranking,Zhenye-Na
215127881,MT-DNN,microsoft
94588639,nobrainer,neuronets
526274994,nablaDFT,AIRI-Institute
204591668,TF2,TF2-Engine
245058427,portrait-matting-unet-flask,leijue222
165292138,incubator-datalab,apache
780202616,2D-surfel-gaussian,TimSong412
433356166,NED,foivospar
342691278,GaNDLF,mlcommons
561364034,simulai,IBM
319386916,IGTD,zhuyitan
322303945,ml_investment,fartuk
688046236,KnowAgent,zjunlp
234321181,deepsphere-pytorch,deepsphere
710529776,amazon-bedrock-serverless-prompt-chaining,aws-samples
186884699,OpenKP,microsoft
255534210,DeepTrack2,DeepTrackAI
392245702,Curvature-Learning-Framework,alibaba
202623912,BGCN,huawei-noah
197182459,hands-on-music-generation-with-magenta,PacktPublishing
528319267,neuraluq,Crunch-UQ4MI
263089652,CVPR-2020-Semi-Low-Light,flyywh
285529340,kaapana,kaapana
308883586,footballanalysis,FootballAnalysis
97382757,auDeep,auDeep
153808437,dl-eeg-review,hubertjb
260176747,RL-Taxonomy,bennylp
258586807,FKP,JingyunLiang
767923232,commandjobs,nicobrenner
677947508,FinEval,SUFE-AIFLM-Lab
218515132,meteornet,xingyul
297911754,catalyst-rl-tutorial,arrival-ltd
217319845,basic_knowledge,doonny
106576650,ukbb_cardiac,baiwenjia
428311592,notion-scholar,thomashirtz
425414195,af2complex,FreshAirTonight
727325998,sml-project-2023-manfredi-meneghin,SebastianoMeneghin
111208709,CountNet,faroit
261775393,object-tracking-line-crossing-area-intrusion,yas-sim
380702476,XCurve,statusrank
188953977,aydin,royerlab
404703677,upt,fredzzhang
476148841,Efficient-Deep-Learning,Mountchicken
68630079,deepcpg,cangermueller
77628396,py-st-dbscan,eubr-bigsea
715777649,inferno,radekd91
561198667,transfer-learning-fault-diagnosis-pytorch,Xiaohan-Chen
380949499,JetsonYolo,amirhosseinh77
356979675,OpenShift-Guide,mikeroyal
121372654,vnet-tensorflow,jackyko1991
523138944,github-trending,aneasystone
136517946,detecting-scientific-claim,titipata
254032994,phantoscope,zilliztech
512140249,HeuristicImperatives,daveshap
265277386,smart-social-distancing,galliot-us
179319605,d2l-ko,d2l-ai
152731912,Python-Reinforcement-Learning-Projects,PacktPublishing
220392616,IntrA,intra3d2019
730745985,Awesome_Imputation,WenjieDu
212592577,UltraNest,JohannesBuchner
96272398,Stoat,tingsu
494157870,GPRS_Survey,MetaSLAM
175957546,face_landmark_factory,songhengyang
120989515,DRSA,rk2900
135966303,pnn.pytorch,juefeix
161771201,lamb,google-deepmind
735740004,xlora,EricLBuehler
431976679,FocusOnDepth,antocad
313682042,PRE-list,techge
200137728,shaides,nickbild
743533748,awesome-ai-agents,slavakurilyak
804600851,embodied-agents,mbodiai
326245899,arena-rosnav,ignc-research
83500892,robotics-and-machine-vision-resources,ColinShaw
147645653,UFDN,Alexander-H-Liu
272348074,Gang-neuron,liugang1234567
165292565,python_audio_loading_benchmark,faroit
365608171,Physics-Informed-Deep-Learning-Solid-and-Fluid-Mechanics,alexpapados
125457130,Tensorflow-Deep-Neural-Networks,zhuofupan
183363753,cplxmodule,ivannz
181730902,textcaps,vinojjayasundara
298564418,xitorch,xitorch
390730203,BioPhi,Merck
357008593,clearml-serving,allegroai
138149178,fastclass,cwerner
696068744,Taiyi-LLM,DUTIR-BioNLP
90304747,TSP-DNN,Haoran-S
